Country,State,City,Coordinates,Descriptions,Havens count,Place type,image
USA,California,Huntington Beach,"33.6595° N, 117.9988° W","Known for stretches of prime waves crashing against the coastline, this city is a surfer’s paradise. Join the crowds and spectate at the U.S. Open of Surfing, or take it slow and browse local boutiques...",10+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3RMNmVJeWEwT0ZWZVlMOFE4UUtQd2cvYkVhUFE3cmdjdzlWMkdBSTl0VUI1aXlqX1JBSldFR01DckFua2J1SmZLR1pKazVRX2pJMjZ0d2NEYWZ6eE9taVFMTk9KNm9vV1JVRlZXeXZnQnVaQjNhRUhUdHlsMVg4VWRRQzc1OUZSY0NpQTdWOHpOcW9STGpXSzZXeC1mNVMvSEpLSm9DbGdvaTY4YkJRbDcwdElDdmdDdWJucUZfTWw2VzRhN1E0S2hWaw=="
USA,California,Laguna Beach,"33.5427° N, 117.7854° W","Flanked by canyons and coves, Laguna Beach attracts sun-seekers with its glimmering beaches, tide pools, & hiking trails. Meanwhile, art galleries and festivals occupy the culture-minded…",5+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL005cmx1Q3FaSGcyYkhBRG1OYklmTkEvMXBMT1hfRkREQ1dnMjlQOHFRdWdaM3FmSlprZTh3bE80aGt5ZEVrb3BwZkVrWWZjX0FTMlIwWU9XR0dOQVRXVTdZeXQ4NFp2WXc3TlU0aVc4UFVWSUJmaEtuTDJNX01PcU8xNnA5bWZzS3RQbXphc0hWVnlHTFdRVlpXU2dvdFQvSUVqc19Xc3dXTm03TVBzdTYzQ1gtZHYyeXhIWG9oMGJnbVd0WkxSVTBMYw=="
USA,California,Lake Arrowhead,"34.2489° N, 117.1897° W","Nestled in the San Bernardino Mountains, Lake Arrowhead’s resplendent village charm attracts adventurers. Miles of vibrant greenery and Bavarian architecture add to its idyllic appeal…",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1N5SkpweUE2cUdlemM4dERmamtTNlEvNjBJSGt4S1ZWaHBjaWgyZDFxNEU0X0VyUG05dkMySXVxX0FoY19aWTNqdk1tSW9IQ0UyRmtYYWl0YTRiYzBnUjREY203TjVnbWI0LXUxZ2tWWk5XTm5pSGZLUUhMSE5YY2JWZkpsNEUtZ1AxSlVGY3ZWb2tSWHR5Ymw4MW41YUEvVXR3c2s0d0ltYmktS2RsRkpkZzJTak1NZXdsTEdrSExaMlJsNG91WXVwRQ=="
USA,California,Lake County,"39.1026° N, 122.7536° W","Imposing mountains, rolling vineyards, and glimmering reservoirs await in outdoorsy Lake County. Mendocino National Forest is situated off the beaten path, while Clear Lake’s fishing abounds.…",10+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0NHUjJXeXR4bFdpWHR4bFJkc1E1VmcvSFlBX0RuNHU1cGFwVk1IZURFTFhpWU1ZOEtOSF8wZkIxcDhWLW1EdjdQcEdvaWppVnYtODBxb3ItZ3hjYV9iSEIyZmxfenU0SHBIVWlBYVFwVC1iY0w0akRTSU1wWGJPV3BSd3hHWmpVZVZoVHM3ZFdwMlE0SHlDckE5cUtTS0IvVWV2T2t2aVhHclpaOXh5RUI2b3V2bU1UckUzS0VCVnhqY19FR3h3SHN1OA=="
USA,California,Lake Tahoe (CA),"39.0968° N, 120.0324° W","Offering both water and snow sports par excellence, Lake Tahoe’s year-round adventure entices. Paddleboard into crystal-clear water, or zip down the Sierra Nevada mountains on skis…",500+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3hiOVRlUDJnR2NjZHBRWVlGS1JCR1EvdFk2Z0UwSkRBdHZRLXJNMk5PT2x6R1JKZVhnZFl2OHg2X3pQdU9OUFRWRU5QWTNQNTZiX1h5TzRxMjRiT1RLdmZjUE1QM2xaaVJOcG1wOUdYME1sZExyU2Y2bkdfSUU3Umh0TTNSUUI5QnBBQXJ6UUgyc2tFTVBhOVF0aWNVQTUvVlZUVzVZWWZfeExweGVRV29PS2EzYllGcjhLdG81ank2djF4ZnJXMV9Ycw=="
USA,California,Malibu,"34.0259° N, 118.7798° W","Hugging the coastline for almost 30 miles, Malibu is a slice of paradise along the Pacific. Dotted with beach bungalows vying for unrivaled views, glassy waves and breathtaking vistas invite surfers & city dwellers alike….",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL05jdE53bFpxY3psZVRlS2JfdzdDS2cvdW9sUWZzZHVfd2FsSnFvMWUxU2FVVVNHQVpIN01aR3NNMTBncDBTRk9IX1JHUnlFdWpGSjRGNGtGR0liUGtuSFMxMGVLQ3VLRGVLR05YbzFDRFN5SmgtbHBzS2JreGZRRlk3T0x0UUdqVGsvVERJb0tERkdyZXhKWF93TkNvYUZ3Wkl1Y3E0UmUzTmJEVTYtQk5YZUZiYw=="
USA,California,Mammoth Lakes,"37.6485° N, 118.9721° W","Mammoth Lakes’ world-class skiing, hiking trails, and mountain biking attracts adventurers year-round. Sip hot chocolate under the string lights in the village, or scope the limestone towers at Mono Lake….",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1poYnVzRnRYY05sODM1eHlYUXdfemcvdkRBbFUxQ2N4RUNrdDB1VDFzd3Y2SG5Yam1SWUxDV3hlbUVNSWRlUEJBM2xwSkgyUmdNQ1NmQ2s1c3AtYkJXWkxneFYzU0ZIbnI1bU9ZVTZSUzFPeGNKZDNHd2U3aU5yUm51cmFyUjR5ZHhDeTh4VFRmME50eVlLRHRfYW50a0IvOVN6MldMNnJHSkpGWkcyLW02dFlCS1dHQ1hrRXBMR2RGbkU5ekEyYlRCNA=="
USA,California,Mendocino,"39.3077° N, 123.7997° W","Rife with village charm, Mendocino is an enchanting coastal gem. Uncover the towering redwoods, oceanfront botanical gardens, and farm-to-table fare that make this area a historical landmark.…",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3VpNVpKZjh0S3d5N0JtYjRCRTM3VlEvdUJLd1JkZGV3S090MzV6ZVFKMGQ2aXdCcWpjdGFRQ0p4YWpJYzB0RVMwS3A1QnFOcEI5RjVESldBQ1B4TWhRTXpFaXlRMlhHVzFab0RMVjd1bGJFYUlwcWRiM1dBVXAxRzBVbDJHcktVeldCNV9MWUk3V0JQOVpVeEZWRlk1S20vdnM2VFh5cGZzWksxV0psR2FZODhPQXNvS1ZRT2VJVjEtMVBzSVlqY2p4MA=="
USA,California,Monterey Bay Area,"36.7783° N, 121.9473° W","Monterey Bay’s rich marine life makes this area unmissable for slurping oysters, spotting sea otters, and exploring the vast aquarium. Alternatively, whack golf balls at Pebble Beach or cruise Big Sur….",150+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2dpV2YteXZ1RFhzNVJDUG1hMU1lMHcvTWZtZXhvc2JqS0Jydm1PazMxLTZtNDJWdjM1OHpFT2pTMGJWRVF5MWcwT3JQTTdaZ1ZPSXVVNW45Z3ZEX1pHOG1iQTNpbDI1Z1ZLeDZaZy1HUlRoSjM1TmUyRUhWbzJxeXg4VnNIckczbjgvZzJqUkVLUEd5MWhURzZkQ25oX2taVEJfLXUzRDBBaFI2THVhc25WYlNUaw=="
USA,California,Napa & Sonoma,"38.5025° N, 122.2654° W","Hundreds of world-renowned wineries lure connoisseurs to Napa & Sonoma. Swirl cabernet sauvignons at a sunny outdoor tasting, stroll through the lush vineyards, or dine at a premier eatery in town...",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0pOVmdvS2QyRGV4TS0xRkQ4ZGFLY1EvMW96UUY1VVJkZUh4YW55SnVCVU1qTHdYS2J3bWp1R1ltT19Rd1BXMnpvQ2tFSjNhSFhJV3A0ZVdadjlXRm5QUzFQUXlfVHpOc1RNRGpqS21BM3ljMjJGcnZKdndmbkVKYk5KSTllckItbW96dXBBUWQyUjRNN05oSXk3Qlp6ZGcvTGdmaVpiaURjUTBuMFR5MWd1OU1RYi0zS2xxOGdqOXhSV0lROG5VYjU2TQ=="
USA,California,Newport Beach,"33.6189° N, 117.9298° W","Bask in the coastal elegance of Newport Beach, offering pristine sandy shores, upscale shopping, and exquisite dining for a luxurious Southern California experience...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzNfRC01Vmx3TENSS1pFVmNDX2g2LUEvTU96b0l0RTgwbFQ5bU1kNDdzbkJQRGpuTU5Tb3ZkNDAzbzlBWUZEQ21OTFFIcWcxZ18tUFczNXpTa3lNUUZ5TnJKNlR1OGVoZzllNGFvQnA1YzFXbWlYakViVlFwSDR3LUxDZ2hyRUtyWEZjTXdSZTJXZXA3QWRkVEwwbXl2MUgvcGNCZWpaRUlabUFvei1vNlFRWFNTaXl5RVh2d09QS0JFOVNlcnJKRlFNSQ=="
USA,California,North Coast,"41.7076° N, 124.1559° W","Escape to California's rugged North Coast, where majestic redwoods meet dramatic shorelines. Uncover quaint seaside towns, scenic vistas, and a burgeoning wine scene...",150+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL05LWE8xcVR4aEx6LXpMcm9RZjV0LXcvektXSG5za1RuQWFGTHVSc1hJX2Q3NUYtc2lnMmFTSUwwMjZGd0VZckZZblhIbG53OVFXTjFPVlVOZ0dLSzBJQ2JzMlh1MVJfeUw1bDNsZ3RRNEdDYS1CVnp0aWlfWDBkMTF5blBBUFNlN0RlZVdPUXB0S2RzQjNrRzlOVDlvc00vME9HNUY3VEJoRGtqb0tuZy1icDJyOG5yLVZVVGtISmltUk8tQUpvYUJYNA=="
USA,California,North County,"33.2171° N, 117.3257° W","Explore North County's picturesque coastline, charming towns, and thriving craft beer culture. Enjoy family-friendly attractions, outdoor adventures, and endless sun-soaked beaches...",500+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1pLQW5wS0N1RXNidkQ0REhzNTIxcGcvN0Vwem12MlFnNFFZUlFrcXdDcU1ha0ZfTDhDZ0hYTmtiaFlwVk40c0Q2YTl3LS1CMGVielBrYWdOdGhWaGZ2bmdyNFlJV1ZKYmQ0S01GeC00Yl9ITnlBNnZYaUhJb0lCNDV0NlBDQWlMWk9zaDVBb2dXejF1d0IyNFFFRWl2WVkvcGJjN1NRcE1XRWR6amZuYUVuVVNEYVJIMWUtMjc0ODVsZExvdHVPNEJMdw=="
USA,California,Orange County,"33.7175° N, 117.8311° W","Immerse yourself in Orange County's sun-kissed lifestyle, featuring iconic beaches, upscale shopping, and exciting theme parks. Discover surf culture and coastal beauty...",150+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL21vcHR2dGxPZmJwWlNhaEx6QjhaZlEvY2VsVzlISnphSlJNNU1nTnp2b2JOaEpHYnpnU1pUTThveC1EZ1l3M21zTFY2NzVtdmI3MkdwSVRLS19Cak00SmRvOWFkVHVaNDRXeFUyb1hTSFBqM1dmbklfMF96Mkh5Y25ERF9FaGhVZGJ1VFdwakFsQlRadFVYSGZhRWRqdngvaHJVQmVfVXJuMXAzWEVsRndKTk14MHhQNU5ibzdrMHpWbmdNQXgwRlM2TQ=="
USA,California,Sacramento,"38.5816° N, 121.4944° W","Delve into Sacramento's rich history, farm-to-fork cuisine, and dynamic arts scene. Experience the vibrant capital of California, nestled at the confluence of two rivers...",10+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzlmbDRlUnR4U3pDTllJZlFic2o3aUEvbEoxcXNyME1CNUN5Z1YzdmJ6dDhtcE01dWY5SmhLVVNSYzF3MFFkT3YyYTNKd1FKWEZQTGZ2SXpORlYzOGdJSWQwVVEyYTZ6X00ySHlpSTcyY0xMUm8xcXp4TGJvUTlZaW90d3lvdURmSjJwTEk3eE1FSWhCd01ZRE5GVXVfYlAvV080bGZKSVBfQUVRaldneDVaZ3hQZWxyTUp5WUZRYXlKOE9KYllHbjQ3dw=="
USA,California,San Diego,"32.7157° N, 117.1611° W","Embrace San Diego's perfect weather, miles of pristine beaches, and vibrant nightlife. Discover world-class attractions, diverse culture, and a laid-back surf vibe...",500+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2R0UXM1c25nY3k5Z1A0YkYzdENCNWcvdjVQSmFpdHJlNllHZnlRYTVxX2VDMnY5YVhaR0VJeTVRYTRtS2dVbnptSTNaQlVxcWVBOHhmOHRVMTY4TE5GQWppUkQ0bWF4dFhPdUZqdVp4ald1UUF3aDlWZHU0c2YwbDJZZ193RUlVblR0SHN6OGZWSGtFNExVWEZ1MGVZcV8vOTQ1R1VxR1pPUUhQOTB0M2ZLcllYdGFrZURUSmVnZFdlcjgwUHhWNXkwcw=="
USA,California,San Francisco Bay Area,"37.7749° N, 122.4194° W","Experience the iconic allure of the San Francisco Bay Area, where urban sophistication meets breathtaking landscapes. Traverse diverse neighborhoods, iconic bridges, and world-class cuisine...",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2syZ19GZnI0WDZkamotNWhsZVRWWEEvdUYzN0lmYXdFRjY4QkF2S2tVUC1GcUJxM1VHejl5T2NmWlpGcG9YMXcwQ1dZYlI5YmlHZ2M5aGJjWF85N0xqR0RHNzFFNl8wWldlZk1PQUJfTGJzd28ydXV4MExXUkRvanR4V29sSmVxamg2Q0xXSlBHZjVYZlRfUExTUkNNanYvcV8xU1lqb2FEQ1R4YU96b1lkMTVCWjU4bnBMUzJHa2J3QmFxakZZbkVUZw=="
USA,California,San Jose,"37.3382° N, 121.8863° W","Unearth the charm of San Jose, the bustling heart of Silicon Valley. Explore tech innovation, diverse culinary delights, and rich cultural offerings in a stunning natural setting...",5+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3AwSm9rTlc2RC1fUHNxSEJ0dF9PVWcvU1RXbWpLWndDZHFWVHpwS05majJOT0tsdUZBc1hwQnFxaFoxUVFLRm9GRnQ5MW5YTkVIMVlTSzRGUVJYWW1CX0d4WURUVUlCc3pKQm90cG15ZWpPWUxOX2ZQNTNQdklraEZoTUJqaXh2YkpNME9Oa2pEM010TmtjcFRpZGJsb1YvVld2VmV0UFlESGd6c0VvMjlGQjR1T0o3TDFmMy1xbVZ4RFVhZ0duZVRQOA=="
USA,California,San Luis Obispo,"35.2828° N, 120.6596° W","Revel in the serenity of San Luis Obispo, a haven of rolling hills, picturesque vineyards, and historic missions. Unwind in the laid-back atmosphere of this coastal gem...",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3JncFU3ZlVtdzFvbnlqLTE2WVF6cXcvN0JjSV9DeWZDNXEyN0FBVjRCbkRkTlp4SWluLWpmUk1zTDJpWEZ0bVZrTXU2X1MyekdCUWdDY2FMUElOUXJNWlNNcFo1THgtU1Bsck5OcXlCdjlUaklaRGlFTi1pNnF6Wl9WblNjcUNEMG1MNUxDNUk5YWR0QkhxS0xfaUhUdmsvRWwtMUNPaGVfQnkzcUJZendsNG5XdnBVR2tBZnFVMlN6cHBZdWpiaW5ENA=="
USA,California,Santa Barbara,"34.4208° N, 119.6982° W","Indulge in the coastal elegance of Santa Barbara, the American Riviera. Savor world-class wine, striking Spanish architecture, and sun-kissed beaches framed by mountains...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1c4V3ZzeFZTNnQ5Y24zam1NbUp2dncvZGxnVHE4S25kZTlQczkzeFNkZTlGZGJuR1d3QTh3cGtEUGxZTk50VlZ4Q1kyOTJlRTloWU83eFhOMDRkOVNHQTFObjRqYS1oZ21laTl2cV9SbFEwVUR3UFZGZzV2UlJ3dDNSb3l0eWlUR1JKbm13WnBjRDdzeEdVWjVMTXk4WUovVmdURW9JTnZSc29OT3llYTg3TUl1MkkxV1ZSSURaMGhBb3p5RHpWcmpQTQ=="
USA,California,Santa Catalina Island,"33.3879° N, 118.4163° W","Escape to the enchanting Santa Catalina Island, where crystal-clear waters meet charming seaside villages. Unwind with outdoor adventures, vibrant nightlife, and picturesque scenery...",150+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3lsZm55SV84RXV6M2VYZGRLclF2WHcvUlNQaHU2c25TY2MwUkk2UWNjMGZCRlM3VjFxd1lhMTltRTVZRXctNk5GYVhoNVk4OFZJMTRqb1RyYURsWnQzcFFsUWFmMFE2Zkh2TWpqWWFSNlhSaDBDOHRrbVVEcVVWeldRTDg5M1dlNVdpbHF1U3ozMThlbHVfN2lnMkJNZEIvU0phTzBhOGl2YXFrc3ZvNnE1eDktbF8tUGRfLUh2LVpodEdJTTUyU09ySQ=="
USA,California,Santa Cruz,"36.9741° N, 122.0308° W","Embrace the eclectic spirit of Santa Cruz, a lively blend of surf culture, redwood forests, and a vibrant arts community. Enjoy thrilling amusement parks and serene beaches...",5+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2l2Q2pRVXBmVEpaVlFERHI4bGFQYVEvMFIwUFI0Szk4a2p5ZTZQS0tqb3FUM0IyMDNVM3BObG5CWWRTaTNXTU9CVjFBTGxqVkhUSmczUHI2RGgyM0I0S2VRMXlRV3lHSEpaTXQ0WW9MWDBHZ0Y3dVZMWktzcEZma3B2dXFMU3VHNHFqRkRBQXNwVXRqWm45VF9VSkxxLU0vOWJmLVJPZi1tbVhOOVhzdUNUUlF2RFk3UVVrOVFCTzJTa1BLUUt2VF9Rcw=="
USA,California,Santa Ynez Valley,"34.6148° N, 120.1038° W","Discover the Santa Ynez Valley, a wine lover's paradise with picturesque vineyards, historic towns, and delectable farm-to-table cuisine. Experience tranquility and rural beauty...",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0hQZWNhV0FFdXhlSjlwemczdU9YWWcvOEM1NVc3VUw5eTNQZUFjbEJPLTVWcF8tSmNWbTZQa2dKUlRsUy0xQngzX2wzRG85RkduOGk5aDEzLUhfby1KVEU0VjlmYVVRT3c3SXhtdm1mWlQ0UTJHcjhpei02c04yeVVXdXFVOWM0VDd5RDAycUJMVUJLZkFlemtfT1FodTAvZWFSWWhWeW9USjlqMzQ0NVR2NWRIMVFoUDVjZHFrM2hYX1FqelBEUmpzRQ=="
USA,California,Shasta Cascade,"41.1532° N, 122.2353° W","Venture into the Shasta Cascade region, a realm of awe-inspiring waterfalls, volcanic landscapes, and pristine forests. Find outdoor adventure and a sense of wonder...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0FhX0lFOHd2VjYzYWFlUGpDTXdER3cvWDlhMU9Zb3djblZfeS0zSzc1YWtFUmhhaUFyRUEtaUNweHQ3aXh2bFBSYlJqbElJQ29adFFEQmdYd0Fqcy1HcEtXWkgzNFBON2g5djFSTGZ5MWlVc1NBU2RhUlEzQXdBVmxRbHg1c0tmdlcxN1lyQ2x3Rm9WR3lleXVRM05BVGovR21uTUo5OVpVbEFLNlQxaV9lbGZ6VkpUUUJEcl9xVW1nSkpYT2lyNzhwbw=="
USA,California,Shaver Lake,"37.1085° N, 119.3737° W","Retreat to Shaver Lake, an alpine oasis perfect for year-round recreation. Enjoy fishing, boating, hiking, and skiing surrounded by serene mountain beauty...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzRkcVdlMnZZa1QzWkpIWVpuYzIwREEvVldGMTE3M09BQ3lSQWRxQTl4SW5uQTR1azhuRGFLZ1JBX1hmcjVtT1JTcEN2QW1jYVZ1UlNNeFZxWVJRYTlubEswNmt6NWtSTzd6VjFoczZPcldhVjNmbm4xQkZKaldZN2VqTjRRNkNwYnZBRGE0dEJiOUZLVFFjN2RzUk9pUlAvcWdlXzNVSXF2S0tPSWppZDdkejU3c0FYVGpMQ3FtZHgxcGVxM2FlWGVvQQ=="
USA,California,Yosemite,"37.8651° N, 119.5383° W","Witness the breathtaking grandeur of Yosemite National Park, where granite cliffs, towering waterfalls, and ancient sequoias create a world of natural wonder...",10+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0VNcWcxLWJWVTZ1ZC0wdm9YaGJxbEEvSTdMTHc5SG5fZkZZcFdyV1B6RTVWUE5IOVJRWEtDcVotZ29mM1JWR01yTG1FdURhQ2ZUZVd1SUlWWlhleGdpNlNST0o1VkRmRzJSM2xWOUN0alUwRmc3YVBGdHY1LS02U1FKUy1LV2dnblEvWkNJZE4xX1FHcHNtQmZyeTVLTmdkcDlnb3NKY0ZXNWp3UWxneHdyaHBJVQ=="
USA,Colorado,,,"Discover the natural beauty of Colorado. Aspen and Telluride boast world-renowned skiing, while wildflowers dot the state’s terrain come springtime. Find your haven in Colorado and live in a dream…",5000+ Havens,24 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL182NGVncUJFZmxSZUFqTXY2NkwtMVEvUDdxQTVrMklfY25vdjdxV1IxTFhHaFhpZy1wbjlpZVJ6Znk2dlM2OUF1Nlg2X1JEUHAyQTZ0SGFQeEFfWW10TzhwQjBLX2VjV1hBZFQ1SG1OcVNFOXNzSjB6SUpmdFdTWnp5UmZYc2cxWG8vaTZXNllhajBFS083YldjYV8wandyb245QVprMUF3Z09RcTd2UGRxTmNNQQ=="
USA,Colorado,Aspen-Snowmass,"39.2097° N, 106.9499° W","Revel in the luxury of Aspen-Snowmass, where world-class skiing meets upscale dining, shopping, and entertainment. Experience mountain charm amid breathtaking scenery...",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL014Z2xxc0Q2aTdpQk95V05rem45UkEvMnRuYk81Q3VyeXJ2cjh4czBKSE9pcE85VWFlRU9FRmkyQzd3R0E1S0h2c0NCQnZ2WHdyMW9aWHN4eDJuS1lRZ1lBdlNIRThwTFFFX18yYlJSSlVJMVY4TzhEdG5XQmJzYW12aElIS3ByNlEvNTRWc2htNm5aSHJhSW13UU5wY0IzS1M5V0ZKc051cUdGY2VGYkxIV1FJbw=="
